"Id","SalePrice"
1461,122270.7265625
1462,150176.859375
1463,180693.421875
1464,186961.34375
1465,187313.015625
1466,178271.015625
1467,167619.875
1468,170520.09375
1469,177395.15625
1470,121915.0859375
1471,199200.875
1472,97808.9609375
1473,94042.5
1474,150010.328125
1475,120389.8671875
1476,366564.90625
1477,250735.96875
1478,307439.09375
1479,269780.03125
1480,500339.4375
1481,295887.3125
1482,205574.84375
1483,166004.5
1484,165616.90625
1485,168308.65625
1486,199728.796875
1487,303601.5625
1488,229843.609375
1489,199714.59375
1490,203205.75
1491,194363.03125
1492,101050.1796875
1493,170862.671875
1494,280955.3125
1495,279552.09375
1496,223774.125
1497,182706.953125
1498,155533.28125
1499,151103.796875
1500,148757.734375
1501,171595.796875
1502,148506.078125
1503,292500.1875
1504,232027.484375
1505,217900.640625
1506,181789.21875
1507,219904.578125
1508,188964.171875
1509,164999.59375
1510,142211.34375
1511,137417
1512,176732.671875
1513,150067.53125
1514,172061
1515,190947.265625
1516,151505.609375
1517,148442.953125
1518,134619.578125
1519,224745.3125
1520,121280.515625
1521,133185.1875
1522,155471.625
1523,108351.25
1524,110154.3515625
1525,118666.71875
1526,119080.078125
1527,99235.1796875
1528,128299.2421875
1529,135820.328125
1530,165956.6875
1531,120734.546875
1532,99894.4296875
1533,131589.375
1534,112831.765625
1535,145371.15625
1536,103219.34375
1537,84059.46875
1538,176916.1875
1539,178580.625
1540,117173.40625
1541,146892.296875
1542,139601.765625
1543,193693.953125
1544,86586.5
1545,100517.4140625
1546,114914.984375
1547,129754.875
1548,130549.4609375
1549,113753.0390625
1550,140166.609375
1551,102888.640625
1552,132123.40625
1553,141395.84375
1554,113132.6171875
1555,165006.625
1556,97061.4453125
1557,116871.8203125
1558,96797.734375
1559,108621.4921875
1560,136566.703125
1561,153178.171875
1562,121215.359375
1563,119711.765625
1564,138713.109375
1565,148406.890625
1566,214289.71875
1567,91921.671875
1568,216833.78125
1569,146491.96875
1570,127335.3203125
1571,126077.234375
1572,145577.046875
1573,233853.90625
1574,104732.15625
1575,215042.40625
1576,226619.078125
1577,193948.9375
1578,154521.328125
1579,136981.140625
1580,191991.40625
1581,141086.765625
1582,122652.5234375
1583,317574.3125
1584,232370.75
1585,137094.078125
1586,88227.6875
1587,106442.7890625
1588,143558.734375
1589,97086.2890625
1590,117809.875
1591,94887.4140625
1592,110820.828125
1593,108887.5078125
1594,152782.609375
1595,119103.3671875
1596,228666.34375
1597,179949.609375
1598,196823.890625
1599,170947.421875
1600,180335.03125
1601,79106.6875
1602,108524.09375
1603,84019.8203125
1604,269957.46875
1605,243574.78125
1606,163703.28125
1607,162701.671875
1608,215201.796875
1609,189546.0625
1610,160751.25
1611,132208.6875
1612,166039.234375
1613,157456.359375
1614,110531.8828125
1615,85936.1640625
1616,80066.3046875
1617,88781.828125
1618,118826.984375
1619,134353.3125
1620,148317.1875
1621,134825.09375
1622,147361.875
1623,275601
1624,211990.75
1625,118077.40625
1626,164750.46875
1627,185323.6875
1628,258412.65625
1629,182471.484375
1630,345835.46875
1631,212344.375
1632,239001.296875
1633,165080.21875
1634,182462.390625
1635,178179.359375
1636,151666.828125
1637,180311.140625
1638,192943.46875
1639,175640.65625
1640,236143.265625
1641,174010.671875
1642,219849.734375
1643,214453.578125
1644,223350.390625
1645,179018.265625
1646,143759.265625
1647,155026.59375
1648,121287.3828125
1649,125883.3125
1650,112869.140625
1651,118223.09375
1652,95274.3203125
1653,94501.8046875
1654,154203.609375
1655,138565.453125
1656,147471.890625
1657,154388.140625
1658,147281.453125
1659,129468.8984375
1660,142109.34375
1661,462671.8125
1662,375986.375
1663,377452.0625
1664,455821.0625
1665,310742.0625
1666,314432.25
1667,362760.90625
1668,328183.78125
1669,304051.59375
1670,328020.3125
1671,256051.75
1672,504755.59375
1673,290849.09375
1674,248621.96875
1675,188430.78125
1676,192916.53125
1677,216656.984375
1678,460945.625
1679,411865.34375
1680,321664.75
1681,263514.78125
1682,291517.5
1683,181191.8125
1684,168594.90625
1685,175304.0625
1686,173558.84375
1687,163920.609375
1688,190324.21875
1689,192374.59375
1690,183559.3125
1691,171354.875
1692,253439.265625
1693,163999.453125
1694,183282.90625
1695,170811.796875
1696,245793.875
1697,172589.375
1698,340777.90625
1699,310414.875
1700,237279.859375
1701,250616.390625
1702,257117.65625
1703,255447.78125
1704,281821.09375
1705,228623.828125
1706,451996.71875
1707,217425.875
1708,214274.015625
1709,274939.71875
1710,220062.15625
1711,260997.9375
1712,235855.9375
1713,264122.6875
1714,218325.015625
1715,205874.734375
1716,177425.484375
1717,162757.140625
1718,126267.140625
1719,204492.484375
1720,252651.5
1721,164908.703125
1722,114527.0546875
1723,142423.328125
1724,215010.203125
1725,224016.21875
1726,184813.78125
1727,161653.796875
1728,183838.8125
1729,163249.890625
1730,157580.390625
1731,115319.671875
1732,122997.296875
1733,117758.28125
1734,126334.390625
1735,122489.921875
1736,114108.53125
1737,304489.15625
1738,211063.671875
1739,247494.234375
1740,198774.15625
1741,169130.21875
1742,169984.5
1743,175137.734375
1744,274470.34375
1745,216834.015625
1746,204382.78125
1747,207817.703125
1748,204485.25
1749,156231.15625
1750,131622.265625
1751,215151.390625
1752,115715.140625
1753,146061.53125
1754,196026.25
1755,154459.40625
1756,115892.3125
1757,115823.796875
1758,131317.59375
1759,161815.796875
1760,162529.75
1761,130396.0703125
1762,168474.71875
1763,166472.359375
1764,111665.4296875
1765,171269.953125
1766,169584.359375
1767,202765.53125
1768,147621.1875
1769,154551.203125
1770,144412.296875
1771,126673.4296875
1772,128212.421875
1773,124227.4453125
1774,132546.21875
1775,121279.859375
1776,118548.4375
1777,110358.2578125
1778,129409.109375
1779,125332.7734375
1780,168032.75
1781,131699.65625
1782,96512.0703125
1783,137446.703125
1784,100300.53125
1785,106520.546875
1786,141049.3125
1787,168800.234375
1788,75852.1875
1789,97999.9296875
1790,89880.25
1791,178355.46875
1792,142478.4375
1793,133955.8125
1794,140907.859375
1795,124775.6953125
1796,119236.59375
1797,108156.765625
1798,115531.7421875
1799,106509.2265625
1800,121993.453125
1801,128461.265625
1802,143653.71875
1803,150250.6875
1804,138731.515625
1805,124788.2421875
1806,114398.4453125
1807,142966.625
1808,117635.4140625
1809,129154.4140625
1810,143888.25
1811,112503.6796875
1812,114705.546875
1813,112058.0859375
1814,94476.96875
1815,74103.3125
1816,94530.3671875
1817,118741.296875
1818,141478.25
1819,113578.78125
1820,75297.671875
1821,118074.3203125
1822,155389.078125
1823,63757.92578125
1824,129414.546875
1825,142252.921875
1826,101707.2890625
1827,97014.359375
1828,136720.078125
1829,109201.3515625
1830,148234.21875
1831,171269.953125
1832,112290
1833,140977.546875
1834,129807.390625
1835,141798.125
1836,125159.5390625
1837,91363.96875
1838,124992.71875
1839,88555.5390625
1840,159690.28125
1841,125731.25
1842,90101.0390625
1843,131179.859375
1844,130831.25
1845,139242.21875
1846,141728.09375
1847,148725.21875
1848,76515.828125
1849,120440.875
1850,114702.6484375
1851,153507.4375
1852,121287.640625
1853,131904.953125
1854,165914.046875
1855,147935.921875
1856,222999.453125
1857,164695.46875
1858,149428.453125
1859,139378.421875
1860,140770.40625
1861,135970.328125
1862,239705.671875
1863,233144
1864,233144
1865,311973.71875
1866,315517.53125
1867,239344.5
1868,291938.125
1869,198134.65625
1870,240378.5
1871,245175.34375
1872,172215.21875
